age,gender,race,city,state,county,year,fips
53,Male,European-American/White,Indianapolis,IN,NA,2015,18097
53,Male,European-American/White,Walnut Ridge,AR,NA,2014,5075
53,Male,European-American/White,Superior,MT,NA,2015,30061
53,Male,European-American/White,Archdale,NC,NA,2015,37151
53,Male,Race unspecified,Clinton,NC,NA,2016,37163
53,Male,Race unspecified,Oakdale,CT,NA,2017,9011
53,Male,European-American/White,Crowley,LA,NA,2014,22001
53,Male,European-American/White,Rapid City,SD,NA,2017,46103
54,Male,European-American/White,Peoria,AZ,maricopa,2013,4013
54,Male,European-American/White,Austin,TX,travis,2013,48453
54,Male,European-American/White,Lone Tree,CO,douglas,2013,8035
54,Male,European-American/White,San Leon,TX,galveston,2013,48167
54,Female,African-American/Black,Chicago,IL,cook,2013,17031
54,Male,European-American/White,Broad Creek,NC,carteret,2013,37031
54,Male,European-American/White,Orlando,FL,orange,2013,12095
54,Male,Hispanic/Latino,Sandia Park,NM,bernalillo,2013,35001
54,Male,European-American/White,Odessa,TX,ector,2013,48135
54,Female,African-American/Black,Rockford,IL,winnebago,2013,17201
54,Male,African-American/Black,Hudson,NY,columbia,2013,36021
54,Male,Hispanic/Latino,Miami,FL,miami-dade,2013,12086
54,Male,European-American/White,Moses Lake,WA,grant,2013,53025
54,Male,European-American/White,Indianapolis,IN,marion,2014,18097
54,Male,Hispanic/Latino,Los Angeles,CA,los angeles,2014,6037
54,Male,European-American/White,Holden,MO,johnson,2014,29101
54,Male,European-American/White,Sterling Heights,MI,macomb,2014,26099
54,Male,European-American/White,Lady Lake,FL,lake,2014,12069
54,Male,Hispanic/Latino,Pico Rivera,CA,los angeles,2014,6037
54,Male,Hispanic/Latino,Durham,NC,durham,2014,37063
54,Male,European-American/White,Fairfield Township,MI,lenawee,2014,26091
54,Male,European-American/White,San Angelo,TX,tom green,2014,48451
54,Male,European-American/White,Wasilla,AK,matanuska-susitna,2014,2170
54,Male,European-American/White,Davenport,IA,scott,2014,19163
54,Male,African-American/Black,Irving,TX,dallas,2014,48113
54,Male,Hispanic/Latino,Pleasanton,TX,atascosa,2014,48013
54,Male,Hispanic/Latino,Ocala,FL,marion,2014,12083
54,Male,European-American/White,Oklahoma City,OK,oklahoma,2014,40109
54,Male,Hispanic/Latino,Anderson,SC,anderson,2014,45007
54,Male,European-American/White,Bay Minette,AL,baldwin,2015,1003
54,Male,European-American/White,Boulder City,NV,clark,2015,32003
54,Male,European-American/White,Kellyville,OK,creek,2015,40037
54,Male,Asian/Pacific Islander,Arlington,VA,arlington,2015,51013
54,Male,European-American/White,Beech Grove,IN,marion,2015,18097
54,Male,European-American/White,Las Vegas,NV,clark,2015,32003
54,Male,Asian/Pacific Islander,Fremont,CA,alameda,2015,6001
54,Male,European-American/White,Choctaw,OK,oklahoma,2015,40109
54,Male,European-American/White,Aledo,TX,parker,2015,48367
54,Male,European-American/White,Davis,CA,yolo,2015,6113
54,Male,European-American/White,Marina,CA,monterey,2015,6053
54,Male,European-American/White,Sweetwater,TX,nolan,2016,48353
54,Male,European-American/White,Upper Darby,PA,delaware,2016,42045
54,Male,European-American/White,Perry,OH,lake,2016,39085
54,Female,Asian/Pacific Islander,Lubbock,TX,lubbock,2016,48303
54,Male,African-American/Black,Amarillo,TX,randall,2016,48381
54,Male,European-American/White,Detroit,MI,wayne,2016,26163
54,Male,European-American/White,Plaquemine,LA,iberville,2016,22047
54,Male,European-American/White,Ocala,FL,marion,2017,12083
54,Male,European-American/White,Gulfport,MS,harrison,2017,28047
54,Male,African-American/Black,Southaven,MS,de soto,2017,28033
54,Male,European-American/White,Columbus,OH,franklin,2017,39049
54,Male,European-American/White,Little Rock,AR,pulaski,2017,5119
54,Male,Race unspecified,O'Fallon,MO,NA,2016,29183
54,Male,European-American/White,Murphysboro,IL,NA,2013,17077
54,Male,European-American/White,Orange,CA,NA,2013,6059
54,Male,European-American/White,San Diego,CA,NA,2015,6073
54,Male,European-American/White,Live Oak,CA,NA,2014,6101
54,Female,European-American/White,Ventura,CA,NA,2017,6111
54,Male,Race unspecified,Silver Spring,MD,NA,2014,24031
54,Male,Race unspecified,Baltimore,MD,NA,2016,24510
54,Male,European-American/White,New Port Richey,FL,NA,2013,12101
54,Male,Race unspecified,Hopewell,VA,NA,2014,51670
54,Male,European-American/White,Chattanooga,TN,NA,2016,47065
54,Male,Race unspecified,Chambersburg,PA,NA,2015,42055
54,Male,Race unspecified,Philadelphia,PA,NA,2016,42101
54,Female,European-American/White,Redmond,OR,NA,2013,41017
54,Male,European-American/White,McPherson,KS,NA,2016,20113
54,Male,Race unspecified,Fairfax,OK,NA,2017,40113
54,Male,European-American/White,Islip,NY,NA,2014,36103
54,Male,Race unspecified,Pride,LA,NA,2015,22033
54,Male,European-American/White,Derry,NH,NA,2015,33015
55,Male,European-American/White,Deatsville,AL,autauga,2013,1001
55,Male,European-American/White,Belding,MI,ionia,2013,26067
55,Male,European-American/White,Charlotte,NC,mecklenburg,2013,37119
55,Male,European-American/White,Jacksonville,FL,duval,2013,12031
55,Male,European-American/White,Navarre,FL,santa rosa,2013,12113
55,Male,European-American/White,Suwanee,GA,gwinnett,2013,13135
55,Female,African-American/Black,Highland Park,MI,wayne,2013,26163
55,Male,African-American/Black,Los Angeles,CA,los angeles,2013,6037
55,Male,European-American/White,Soda Springs,CA,nevada,2013,6057
55,Male,African-American/Black,Fresno,CA,fresno,2013,6019
55,Male,African-American/Black,Fresno,CA,fresno,2013,6019
55,Male,Hispanic/Latino,Mission,TX,hidalgo,2013,48215
55,Male,European-American/White,Fayetteville,TN,lincoln,2013,47103
55,Male,European-American/White,Philadelphia,PA,philadelphia,2013,42101
55,Male,Hispanic/Latino,Houston,TX,harris,2013,48201
55,Male,European-American/White,Wheeling,WV,ohio,2013,54069
55,Male,European-American/White,Index,WA,snohomish,2013,53061
55,Male,European-American/White,Boynton Beach,FL,palm beach,2013,12099
55,Female,European-American/White,Morongo Valley,CA,san bernardino,2013,6071
55,Female,European-American/White,Spanish Fork,UT,utah,2014,49049
55,Male,European-American/White,Knoxville,TN,knox,2014,47093
55,Female,European-American/White,Lancaster,SC,lancaster,2014,45057
55,Male,European-American/White,Athena,OR,umatilla,2014,41059
55,Male,European-American/White,New Braunfels,TX,comal,2014,48091
55,Female,European-American/White,Durham,NC,durham,2014,37063
55,Male,African-American/Black,Riviera Beach,FL,palm beach,2014,12099
55,Male,European-American/White,Phoenix,AZ,maricopa,2014,4013
55,Male,Hispanic/Latino,Marriott-Slaterville,UT,weber,2014,49057
55,Male,Hispanic/Latino,Fort Worth,TX,tarrant,2014,48439
55,Female,European-American/White,South Berwick,ME,york,2014,23031
55,Male,European-American/White,White Oak,TX,gregg,2015,48183
55,Male,Native American/Alaskan,Tulsa,OK,tulsa,2015,40143
55,Male,European-American/White,Enfield,NC,halifax,2015,37083
55,Male,European-American/White,Wilderville,OR,josephine,2015,41033
55,Male,European-American/White,Orlando,FL,orange,2015,12095
55,Male,European-American/White,Anderson,CA,shasta,2015,6089
55,Male,Hispanic/Latino,Houston,TX,harris,2015,48201
55,Male,European-American/White,Las Vegas,NV,clark,2015,32003
55,Male,African-American/Black,Taylors,SC,greenville,2015,45045
55,Female,African-American/Black,Chicago,IL,cook,2015,17031
55,Male,Hispanic/Latino,Fresno,CA,fresno,2015,6019
55,Male,European-American/White,Seneca,OR,harney,2016,41025
55,Male,European-American/White,Seaside,OR,clatsop,2016,41007
55,Female,African-American/Black,Rockford,IL,winnebago,2016,17201
55,Male,Hispanic/Latino,Bronx,NY,bronx,2016,36005
55,Male,European-American/White,Fort Littleton,PA,fulton,2016,42057
55,Male,European-American/White,Augusta,WV,hampshire,2016,54027
55,Male,African-American/Black,Pompano Beach,FL,broward,2016,12011
55,Male,European-American/White,Fort Worth,TX,tarrant,2016,48439
55,Male,European-American/White,Friendswood,TX,galveston,2016,48167
55,Female,African-American/Black,Philadelphia,PA,philadelphia,2016,42101
55,Male,African-American/Black,Anderson,IN,madison,2017,18095
55,Female,European-American/White,Chicago,IL,cook,2017,17031
55,Male,European-American/White,Cisco,TX,callahan,2017,48059
55,Male,Race unspecified,San Tan Valley,AZ,NA,2016,4021
55,Male,Race unspecified,Albany,GA,NA,2016,13095
55,Female,Race unspecified,Columbus,GA,NA,2015,13215
55,Male,European-American/White,Petroleum,WV,NA,2016,54085
55,Male,European-American/White,Pine,CO,NA,2013,8059
55,Male,Race unspecified,Chatsworth,CA,NA,2016,6037
55,Male,European-American/White,Oceanside,CA,NA,2015,6073
55,Male,Hispanic/Latino,Newman,CA,NA,2017,6099
55,Male,European-American/White,San Antonio,TX,NA,2017,48029
55,Male,European-American/White,Myrtle Beach,SC,NA,2016,45051
55,Male,African-American/Black,Elloree,SC,NA,2017,45075
55,Female,Race unspecified,Miami,FL,NA,2013,12086
55,Male,European-American/White,Palm Harbor,FL,NA,2016,12103
55,Male,European-American/White,Fairfield,VA,NA,2016,51163
55,Male,European-American/White,Bristol,VA,NA,2014,51191
55,Male,European-American/White,Brush Valley,PA,NA,2013,42063
55,Male,Race unspecified,Philadelphia,PA,NA,2017,42101
55,Male,European-American/White,Reedsport,OR,NA,2014,41019
55,Female,European-American/White,Aloha,OR,NA,2015,41067
55,Male,Race unspecified,Hutchinson,KS,NA,2016,20155
55,Male,European-American/White,Hendersonville,NC,NA,2015,37089
55,Male,Race unspecified,Statesville,NC,NA,2016,37097
55,Male,Race unspecified,Rutherfordton,NC,NA,2016,37161
55,Male,European-American/White,Ararat,NC,NA,2014,37171
55,Male,European-American/White,Raleigh,NC,NA,2017,37183
55,Male,European-American/White,Norwalk,CT,NA,2017,9001
55,Male,Race unspecified,Basin,WY,NA,2014,56003
56,Male,African-American/Black,Highland Park,MI,wayne,2013,26163
56,Male,European-American/White,Austin,TX,travis,2013,48453
56,Male,European-American/White,Three Way,TX,erath,2013,48143
56,Female,European-American/White,Marengo,IN,crawford,2013,18025
56,Male,European-American/White,Pittsburgh,PA,allegheny,2013,42003
56,Male,African-American/Black,Savannah,GA,chatham,2013,13051
56,Male,European-American/White,Washington,PA,washington,2013,42125
56,Male,European-American/White,Crestline,CA,san bernardino,2013,6071
56,Male,European-American/White,Anaheim,CA,orange,2014,6059
56,Male,African-American/Black,Penn Hills,PA,allegheny,2014,42003
56,Male,European-American/White,South Lebanon,OH,warren,2014,39165
56,Male,European-American/White,Masaryktown,FL,hernando,2014,12053
56,Male,European-American/White,McPherson,KS,mcpherson,2014,20113
56,Male,European-American/White,Chelsea,MA,suffolk,2014,25025
56,Male,European-American/White,Damascus,VA,washington,2014,51191
56,Male,European-American/White,Lucerne,CA,lake,2014,6033
56,Male,Hispanic/Latino,Levelland,TX,hockley,2015,48219
56,Male,African-American/Black,Randallstown,MD,baltimore,2015,24005
56,Male,European-American/White,Encinitas,CA,san diego,2015,6073
56,Male,European-American/White,Tehachapi,CA,kern,2015,6029
56,Male,European-American/White,Louisa,KY,lawrence,2015,21127
56,Male,European-American/White,Byram Township,NJ,sussex,2015,34037
56,Male,African-American/Black,Houston,TX,harris,2015,48201
56,Male,European-American/White,Columbia,SC,lexington,2015,45063
56,Male,European-American/White,Shelbyville,IN,shelby,2015,18145
56,Male,African-American/Black,Opelika,AL,lee,2015,1081
56,Male,Hispanic/Latino,Fontana,CA,san bernardino,2015,6071
56,Male,European-American/White,Milan,TN,gibson,2015,47053
56,Male,European-American/White,Burlington,VT,chittenden,2015,50007
56,Male,Asian/Pacific Islander,Seven Points,TX,henderson,2016,48213
56,Male,African-American/Black,Montgomery,AL,montgomery,2016,1101
56,Male,African-American/Black,St. Louis,MO,st. louis,2016,29189
56,Male,African-American/Black,Newberry,SC,newberry,2016,45071
56,Male,European-American/White,Ponca City,OK,kay,2016,40071
56,Male,European-American/White,Tulsa,OK,tulsa,2016,40143
56,Male,Hispanic/Latino,Santa Barbara,CA,santa barbara,2016,6083
56,Male,European-American/White,San Bernardino,CA,san bernardino,2016,6071
56,Male,European-American/White,Hawkins,TX,wood,2016,48499
56,Male,Native American/Alaskan,Lumberton,NC,robeson,2016,37155
56,Male,European-American/White,Clendenin,WV,kanawha,2016,54039
56,Male,European-American/White,Redding,CA,shasta,2016,6089
56,Male,European-American/White,Chickasha,OK,grady,2016,40051
56,Male,European-American/White,Kenwood,CA,sonoma,2016,6097
56,Male,European-American/White,Orwell,OH,ashtabula,2017,39007
56,Male,Race unspecified,Marana,AZ,NA,2015,4019
56,Male,Race unspecified,East Cleveland,OH,NA,2016,39035
56,Male,Hispanic/Latino,Chicago,IL,NA,2014,17031
56,Female,European-American/White,Loganville,GA,NA,2016,13297
56,Male,European-American/White,Toms River,NJ,NA,2017,34029
56,Male,Asian/Pacific Islander,Torrance,CA,NA,2017,6037
56,Male,Race unspecified,San Fernando,CA,NA,2016,6037
56,Male,European-American/White,Newport Beach,CA,NA,2017,6059
56,Male,European-American/White,Kemp,TX,NA,2016,48213
56,Male,European-American/White,Ashland,KY,NA,2013,21019
56,Male,Race unspecified,Deland,FL,NA,2017,12127
56,Female,Race unspecified,Suffolk,VA,NA,2015,51800
56,Male,European-American/White,Roseburg,OR,NA,2013,41019
56,Male,European-American/White,Topeka,KS,NA,2013,20177
56,Male,Race unspecified,Lewisville,AR,NA,2015,5073
56,Male,Race unspecified,Hammond,LA,NA,2014,22105
57,Male,African-American/Black,Decatur,GA,de kalb,2013,13089
57,Male,European-American/White,Merritt Island,FL,brevard,2013,12009
57,Male,Middle Eastern,Vallejo,CA,solano,2013,6095
57,Male,African-American/Black,Panama City,FL,leon,2013,12073
57,Male,European-American/White,Madison,AL,madison,2013,1089
57,Male,Hispanic/Latino,San Antonio,TX,bexar,2013,48029
57,Male,European-American/White,Dallas,TX,dallas,2013,48113
57,Male,European-American/White,North Port,FL,sarasota,2013,12115
57,Male,European-American/White,Syracuse,NY,onondaga,2013,36067
57,Male,African-American/Black,Butler,GA,taylor,2013,13269
57,Male,Hispanic/Latino,Falfurrias,TX,brooks,2013,48047
57,Male,Hispanic/Latino,Miami,FL,miami-dade,2013,12086
57,Female,European-American/White,Bowling Green,KY,warren,2014,21227
57,Male,European-American/White,Mesa,AZ,maricopa,2014,4013
57,Male,European-American/White,Chipley,FL,washington,2014,12133
57,Female,European-American/White,Concord,CA,contra costa,2014,6013
57,Female,European-American/White,Fairview,PA,erie,2014,42049
57,Male,European-American/White,Goose Creek,SC,berkeley,2014,45015
57,Male,Hispanic/Latino,East Los Angeles,CA,los angeles,2014,6037
57,Male,Asian/Pacific Islander,Brooklyn Center,MN,hennepin,2015,27053
57,Male,European-American/White,New City,NY,rockland,2015,36087
57,Male,European-American/White,San Jose,CA,santa clara,2015,6085
57,Male,European-American/White,Lake Isabella,CA,kern,2015,6029
57,Male,European-American/White,Eatonton,GA,putnam,2015,13237
57,Male,European-American/White,Weston,WV,lewis,2015,54041
57,Male,Hispanic/Latino,San Antonio,TX,bexar,2015,48029
57,Male,Asian/Pacific Islander,San Francisco,CA,san francisco,2015,6075
57,Male,European-American/White,Scottsdale,AZ,maricopa,2015,4013
57,Male,European-American/White,St. Stephens,AL,washington,2015,1129
57,Male,African-American/Black,Evergreen,AL,conecuh,2015,1035
57,Female,European-American/White,Uniontown,PA,fayette,2015,42051
57,Male,African-American/Black,Houston,TX,harris,2015,48201
57,Male,European-American/White,Aiken,SC,aiken,2015,45003
57,Male,European-American/White,Fort Collins,CO,larimer,2016,8069
57,Male,European-American/White,Little Egg Harbor Township,NJ,ocean,2016,34029
57,Male,African-American/Black,Louisville,KY,jefferson,2016,21111
57,Male,African-American/Black,Larimer,PA,allegheny,2017,42003
57,Male,European-American/White,St. Louis,MO,st. louis,2017,29189
57,Male,European-American/White,Orange Park,FL,clay,2017,12019
57,Male,African-American/Black,Jacksonville,FL,duval,2017,12031
57,Male,European-American/White,Peculiar,MO,NA,2016,29037
57,Male,European-American/White,Warrensburg,MO,NA,2013,29101
57,Male,European-American/White,Bloomington,IL,NA,2016,17113
57,Male,Race unspecified,Macon,GA,NA,2016,13021
57,Male,Race unspecified,Los Angeles,CA,NA,2014,6037
57,Male,Race unspecified,Bellfower,CA,NA,2013,6037
57,Female,Hispanic/Latino,Brownsville,TX,NA,2016,48061
57,Male,European-American/White,Grapevine,TX,NA,2014,48439
57,Male,Race unspecified,Fort Worth,TX,NA,2014,48439
