age,gender,race,city,state,county,year,fips
34,Male,Hispanic/Latino,Orlando,FL,orange,2013,12095
34,Male,Hispanic/Latino,Cudahy,CA,los angeles,2013,6037
34,Male,African-American/Black,Fort Worth,TX,tarrant,2013,48439
34,Male,European-American/White,Calhoun,GA,gordon,2013,13129
34,Male,African-American/Black,Washington,DC,the district,2013,11001
34,Male,Hispanic/Latino,Gardena,CA,los angeles,2013,6037
34,Male,African-American/Black,Jonesboro,GA,clayton,2013,13063
34,Male,European-American/White,Sardis,GA,burke,2013,13033
34,Male,European-American/White,Spokane,WA,spokane,2013,53063
34,Male,African-American/Black,San Antonio,TX,bexar,2013,48029
34,Male,European-American/White,Jurupa Valley,CA,riverside,2013,6065
34,Male,European-American/White,Liberty Township,MN,beltrami,2013,27007
34,Male,Hispanic/Latino,Pacoima,CA,los angeles,2013,6037
34,Male,European-American/White,Malvern,AR,hot spring,2013,5059
34,Male,Hispanic/Latino,Lafayette,LA,lafayette,2013,22055
34,Male,Asian/Pacific Islander,Columbia,SC,richland,2013,45079
34,Female,Hispanic/Latino,Hawthorne,CA,los angeles,2013,6037
34,Male,European-American/White,Newbury Park,CA,ventura,2013,6111
34,Male,European-American/White,Spartanburg,SC,spartanburg,2013,45083
34,Male,African-American/Black,Biggs Junction,OR,sherman,2013,41055
34,Male,European-American/White,Sisters,OR,deschutes,2013,41017
34,Male,European-American/White,Anderson,SC,anderson,2013,45007
34,Male,Hispanic/Latino,Sunnyvale,CA,santa clara,2013,6085
34,Male,Hispanic/Latino,Bakersfield,CA,kern,2013,6029
34,Male,African-American/Black,Washington,DC,the district,2013,11001
34,Male,Hispanic/Latino,San Tan Valley,AZ,pinal,2013,4021
34,Male,African-American/Black,Citronelle,AL,mobile,2013,1097
34,Female,African-American/Black,Washington,DC,the district,2013,11001
34,Male,Hispanic/Latino,Albuquerque,NM,bernalillo,2013,35001
34,Male,African-American/Black,Milwaukee,WI,milwaukee,2013,55079
34,Female,Hispanic/Latino,Wichita,KS,sedgwick,2013,20173
34,Male,European-American/White,Riverside,CA,riverside,2013,6065
34,Male,European-American/White,South Shenango Township,PA,crawford,2013,42039
34,Male,European-American/White,Bowbells,ND,burke,2013,38013
34,Male,Hispanic/Latino,Falfurrias,TX,brooks,2013,48047
34,Male,Hispanic/Latino,Sparta,WI,monroe,2013,55081
34,Male,Hispanic/Latino,Hays,KS,ellis,2013,20051
34,Male,African-American/Black,Breaux Bridge,LA,st. martin,2013,22099
34,Male,African-American/Black,Henderson,NC,franklin,2013,37069
34,Male,European-American/White,Denver,CO,denver,2014,8031
34,Male,European-American/White,Spanish Fork,UT,utah,2014,49049
34,Male,European-American/White,Bath Springs,TN,decatur,2014,47039
34,Male,European-American/White,Pooler,GA,chatham,2014,13051
34,Male,European-American/White,Mukilteo,WA,snohomish,2014,53061
34,Female,European-American/White,Norristown,PA,montgomery,2014,42091
34,Male,European-American/White,Downsville,LA,union,2014,22111
34,Male,Asian/Pacific Islander,Pacifica,CA,san mateo,2014,6081
34,Male,African-American/Black,Tulsa,OK,tulsa,2014,40143
34,Male,European-American/White,Conroe,TX,montgomery,2014,48339
34,Male,African-American/Black,Owings Mills,MD,baltimore,2014,24005
34,Male,European-American/White,Brandon,MS,rankin,2014,28121
34,Male,African-American/Black,Houston,TX,harris,2014,48201
34,Male,African-American/Black,Hallandale Beach,FL,broward,2014,12011
34,Male,African-American/Black,Randleman,NC,randolph,2014,37151
34,Male,African-American/Black,Columbus,OH,franklin,2014,39049
34,Male,Hispanic/Latino,Los Angeles,CA,los angeles,2014,6037
34,Male,European-American/White,Hazelhurst,GA,jeff davis,2014,13161
34,Male,African-American/Black,Chester,PA,delaware,2014,42045
34,Male,European-American/White,Gilbert,AZ,maricopa,2014,4013
34,Male,African-American/Black,Goldsboro,NC,wayne,2014,37191
34,Male,European-American/White,Altamonte Springs,FL,seminole,2014,12117
34,Male,African-American/Black,Toledo,OH,lucas,2014,39095
34,Male,European-American/White,Pasco,WA,franklin,2014,53021
34,Male,African-American/Black,Bossier City,LA,bossier,2014,22015
34,Male,European-American/White,Tulare,CA,tulare,2014,6107
34,Male,European-American/White,Dallas,TX,dallas,2014,48113
34,Male,Hispanic/Latino,Decatur,AL,morgan,2014,1103
34,Male,Hispanic/Latino,Porter,TX,montgomery,2014,48339
34,Male,Hispanic/Latino,San Francisco,CA,san francisco,2014,6075
34,Male,European-American/White,Blossom,TX,lamar,2014,48277
34,Female,European-American/White,Auburn,WA,king,2014,53033
34,Male,European-American/White,Houston,TX,harris,2014,48201
34,Male,European-American/White,Edgewater,FL,volusia,2014,12127
34,Male,European-American/White,Oklahoma City,OK,oklahoma,2014,40109
34,Male,Hispanic/Latino,Los Angeles,CA,los angeles,2014,6037
34,Male,European-American/White,Ladonia,TX,fannin,2014,48147
34,Male,Asian/Pacific Islander,Houston,TX,harris,2014,48201
34,Male,Hispanic/Latino,Riverside,CA,riverside,2014,6065
34,Male,European-American/White,Dunedin,FL,pinellas,2014,12103
34,Male,African-American/Black,Phoenix,AZ,maricopa,2014,4013
34,Male,African-American/Black,Phoenix,AZ,maricopa,2014,4013
34,Male,European-American/White,Anderson,SC,anderson,2014,45007
34,Male,Hispanic/Latino,Norman,OK,cleveland,2014,40027
34,Male,European-American/White,MIdland,TX,midland,2014,48329
34,Male,Hispanic/Latino,Albuquerque,NM,bernalillo,2014,35001
34,Female,Hispanic/Latino,Compton,CA,los angeles,2014,6037
34,Female,Native American/Alaskan,Burlington,IA,des moines,2015,19057
34,Male,African-American/Black,Chesapeake,VA,chesapeake city,2015,51550
34,Male,Hispanic/Latino,Wasco,CA,kern,2015,6029
34,Male,European-American/White,Winesburg,OH,holmes,2015,39075
34,Male,European-American/White,Iuka,MS,tishomingo,2015,28141
34,Male,European-American/White,Colton,OR,clackamas,2015,41005
34,Female,European-American/White,Sylvester,GA,worth,2015,13321
34,Male,African-American/Black,St. Louis,MO,st. louis,2015,29189
34,Male,Hispanic/Latino,Burbank,CA,los angeles,2015,6037
34,Male,European-American/White,Lincoln,NE,lancaster,2015,31109
34,Male,Native American/Alaskan,Wapanucka,OK,coal,2015,40029
34,Male,European-American/White,Edgewood,NM,santa fe,2015,35049
34,Male,Middle Eastern,Garland,TX,dallas,2015,48113
34,Female,African-American/Black,Secaucus,NJ,hudson,2015,34017
34,Male,African-American/Black,Landover,MD,prince georges,2015,24033
34,Male,European-American/White,Kansas City,KS,wyandotte,2015,20209
34,Male,European-American/White,Indianapolis,IN,marion,2015,18097
34,Male,Hispanic/Latino,Garland,TX,dallas,2015,48113
34,Male,African-American/Black,Dayton,OH,montgomery,2015,39113
34,Male,Hispanic/Latino,San Antonio,TX,bexar,2015,48029
34,Male,Hispanic/Latino,Las Cruces,NM,dona ana,2015,35013
34,Male,European-American/White,Roswell,NM,chaves,2015,35005
34,Male,European-American/White,Sandpoint,ID,bonner,2015,16017
34,Male,European-American/White,Inyokern,CA,kern,2015,6029
34,Male,African-American/Black,West Chester,PA,chester,2015,42029
34,Male,Hispanic/Latino,Fontana,CA,san bernardino,2015,6071
34,Male,African-American/Black,Chicago,IL,cook,2015,17031
34,Male,Hispanic/Latino,San Bernardino,CA,san bernardino,2015,6071
34,Female,European-American/White,Fallon,NV,churchill,2015,32001
34,Male,Hispanic/Latino,Riverside,CA,riverside,2015,6065
34,Male,African-American/Black,Cape Coral,FL,lee,2015,12071
34,Male,African-American/Black,Jacksonville,FL,duval,2015,12031
34,Female,European-American/White,McAlester,OK,pittsburg,2015,40121
34,Male,European-American/White,Feasterville-Trevose,PA,bucks,2015,42017
34,Male,Hispanic/Latino,Los Angeles,CA,los angeles,2015,6037
34,Male,Hispanic/Latino,Chico,CA,butte,2015,6007
34,Male,African-American/Black,Washington,DC,the district,2015,11001
34,Male,African-American/Black,Bradenton,FL,manatee,2015,12081
34,Male,European-American/White,Indianapolis,IN,marion,2015,18097
34,Male,Hispanic/Latino,Hemet,CA,riverside,2015,6065
34,Male,European-American/White,Tempe,AZ,maricopa,2015,4013
34,Male,European-American/White,Owensboro,KY,daviess,2016,21059
34,Male,European-American/White,Draper,UT,salt lake,2016,49035
34,Male,Hispanic/Latino,Los Angeles,CA,los angeles,2016,6037
34,Female,African-American/Black,Topeka,KS,shawnee,2016,20177
34,Male,European-American/White,Carbondale,PA,lackawanna,2016,42069
34,Male,European-American/White,Cordele,GA,crisp,2016,13081
34,Female,Native American/Alaskan,Chadron,NE,dawes,2016,31045
34,Male,African-American/Black,Los Angeles,CA,los angeles,2016,6037
34,Male,African-American/Black,Jackson,MS,hinds,2016,28049
34,Male,Hispanic/Latino,Fresno,CA,fresno,2016,6019
34,Male,Hispanic/Latino,Waukee,IA,dallas,2016,19049
34,Male,European-American/White,Lee's Summit,MO,jackson,2016,29095
34,Male,African-American/Black,Richmond,VA,richmond,2016,51159
34,Male,African-American/Black,Carencro,LA,lafayette,2016,22055
34,Male,Hispanic/Latino,Lawrence,MA,essex,2016,25009
34,Male,Asian/Pacific Islander,Atlanta,GA,de kalb,2016,13089
34,Male,European-American/White,Stockbridge,GA,henry,2016,13151
34,Male,European-American/White,Birmingham,AL,jefferson,2016,1073
34,Male,European-American/White,Huntsville,AL,madison,2016,1089
34,Male,European-American/White,North Charleston,SC,charleston,2016,45019
34,Male,European-American/White,Deltona,FL,volusia,2016,12127
34,Male,Hispanic/Latino,San Antonio,TX,bexar,2016,48029
34,Male,European-American/White,Hammett,ID,elmore,2016,16039
34,Male,Hispanic/Latino,Georgetown,KY,woodford,2016,21239
34,Male,European-American/White,Jefferson,ME,lincoln,2016,23015
34,Male,African-American/Black,Hamilton,OH,butler,2016,39017
34,Male,African-American/Black,Trenton,NJ,mercer,2016,34021
34,Male,African-American/Black,Omaha,NE,douglas,2016,31055
34,Male,European-American/White,Austin,TX,travis,2016,48453
34,Male,European-American/White,Paris,KY,bourbon,2016,21017
34,Male,European-American/White,Lansing,MI,eaton,2016,26045
34,Male,European-American/White,Kingman,AZ,mohave,2016,4015
34,Male,European-American/White,Gladewater,TX,gregg,2016,48183
34,Male,African-American/Black,Durham,NC,durham,2016,37063
34,Male,European-American/White,Land O Lakes,FL,pasco,2016,12101
34,Male,European-American/White,Pensacola,FL,escambia,2016,12033
34,Male,Hispanic/Latino,Atascadero,CA,san luis obispo,2017,6079
34,Male,European-American/White,Newark,OH,licking,2017,39089
34,Male,European-American/White,Warren,OH,trumbull,2017,39155
34,Male,Native American/Alaskan,Anadarko,OK,caddo,2017,40015
34,Male,European-American/White,Tulsa,OK,tulsa,2017,40143
34,Male,Hispanic/Latino,San Marcos,CA,san diego,2017,6073
34,Male,Hispanic/Latino,St. Louis,MO,NA,2013,29510
34,Male,European-American/White,Phoenix,AZ,NA,2013,4013
34,Male,Race unspecified,Chicago,IL,NA,2017,17031
34,Male,European-American/White,Round Lake Beach,IL,NA,2016,17097
34,Male,Race unspecified,Warrior,AL,NA,2015,1073
34,Female,Race unspecified,Buford,GA,NA,2013,13135
34,Male,European-American/White,Arvada,CO,NA,2014,8059
34,Male,Race unspecified,Watchung,NJ,NA,2015,34035
34,Male,European-American/White,San Diego,CA,NA,2015,6073
34,Male,Race unspecified,Warren,MI,NA,2017,26099
34,Male,Race unspecified,Russellville,KY,NA,2016,21141
34,Male,African-American/Black,Jackson,MS,NA,2017,28049
34,Male,Race unspecified,Hagerstown,MD,NA,2013,24043
34,Male,Race unspecified,Lake Panasoffkee,FL,NA,2016,12119
34,Male,Race unspecified,Madras,OR,NA,2013,41031
34,Male,Race unspecified,Omaha,NE,NA,2016,31055
34,Male,Asian/Pacific Islander,Hammond,IN,NA,2016,18089
34,Male,European-American/White,Buffalo,NY,NA,2016,36029
34,Male,European-American/White,Springfield,MA,NA,2014,25013
34,Male,Race unspecified,Burlington,NC,NA,2017,37001
34,Male,European-American/White,Helper,UT,NA,2014,49007
34,Male,Race unspecified,North Las Vegas,NV,NA,2014,32003
34,Female,Race unspecified,Las Vegas,NV,NA,2016,32003
34,Male,European-American/White,Chester,ME,NA,2014,23019
35,Male,Hispanic/Latino,Phoenix,AZ,maricopa,2013,4013
35,Male,European-American/White,Williamston,SC,anderson,2013,45007
35,Male,European-American/White,Sacramento,CA,sacramento,2013,6067
35,Male,European-American/White,Santa Cruz,CA,santa cruz,2013,6087
35,Male,African-American/Black,Oklahoma City,OK,oklahoma,2013,40109
35,Male,European-American/White,Carlsbad,NM,eddy,2013,35015
35,Male,European-American/White,Raleigh,NC,wake,2013,37183
35,Male,European-American/White,Yuba City,CA,sutter,2013,6101
35,Male,Asian/Pacific Islander,Broussard,LA,lafayette,2013,22055
35,Male,Hispanic/Latino,Los Angeles,CA,los angeles,2013,6037
35,Male,European-American/White,Pawtucket,RI,providence,2013,44007
35,Male,African-American/Black,Edna,TX,jackson,2013,48239
35,Male,Asian/Pacific Islander,Alhambra,CA,los angeles,2013,6037
35,Male,African-American/Black,Philadelphia,PA,philadelphia,2013,42101
35,Male,European-American/White,Waimanalo,HI,honolulu,2013,15003
35,Male,European-American/White,Lancaster,PA,lancaster,2013,42071
35,Female,Hispanic/Latino,Santa Ana,CA,orange,2013,6059
35,Male,Asian/Pacific Islander,Oroville,CA,butte,2013,6007
35,Male,Hispanic/Latino,Amarillo,TX,potter,2013,48375
35,Female,Hispanic/Latino,Chicago,IL,cook,2013,17031
35,Male,Asian/Pacific Islander,Las Vegas,NV,clark,2013,32003
35,Female,Hispanic/Latino,Mission,TX,hidalgo,2013,48215
35,Male,Hispanic/Latino,Keene,NH,cheshire,2013,33005
35,Male,European-American/White,Nashotah,WI,waukesha,2013,55133
35,Male,African-American/Black,Cleveland,OH,cuyahoga,2013,39035
35,Male,European-American/White,Coeur d'Alene,ID,kootenai,2013,16055
35,Male,Hispanic/Latino,Pasco,WA,franklin,2013,53021
35,Male,European-American/White,Havre de Grace,MD,harford,2013,24025
35,Male,Hispanic/Latino,Freeport,TX,brazoria,2013,48039
35,Male,European-American/White,Andover,KS,butler,2013,20015
35,Male,European-American/White,Eureka,KS,greenwood,2013,20073
35,Male,European-American/White,Albuquerque,NM,bernalillo,2013,35001
35,Female,European-American/White,Hobbs,NM,lea,2013,35025
35,Male,European-American/White,South Sioux City,NE,dakota,2013,31043
35,Male,African-American/Black,WInchester,CA,riverside,2013,6065
35,Female,European-American/White,Chillicothe,OH,pike,2013,39131
35,Male,European-American/White,Covina,CA,los angeles,2013,6037
35,Male,European-American/White,Hondo,TX,medina,2014,48325
35,Male,Hispanic/Latino,Thornton,CO,adams,2014,8001
35,Male,African-American/Black,Kansas City,MO,jackson,2014,29095
35,Male,European-American/White,Dunlap,TN,sequatchie,2014,47153
35,Male,Hispanic/Latino,Fort Pierce,FL,st. lucie,2014,12111
35,Male,European-American/White,Del City,OK,oklahoma,2014,40109
35,Male,Hispanic/Latino,West Covina,CA,los angeles,2014,6037
35,Male,African-American/Black,New Bern,NC,craven,2014,37049
35,Male,Hispanic/Latino,Antelope,CA,sacramento,2014,6067
35,Male,Hispanic/Latino,Midland,TX,midland,2014,48329
35,Male,Hispanic/Latino,Dublin,TX,erath,2014,48143
35,Male,Hispanic/Latino,Elgin,IL,kane,2014,17089
35,Male,European-American/White,Rapid City,SD,pennington,2014,46103
35,Male,European-American/White,Marriott-Slaterville,UT,weber,2014,49057
35,Male,African-American/Black,Norfolk,VA,norfolk city,2014,51710
35,Male,European-American/White,Delaware,OK,nowata,2014,40105
35,Male,European-American/White,Madisonville,KY,hopkins,2014,21107
35,Male,African-American/Black,Midland,TX,midland,2014,48329
35,Male,European-American/White,Platte City,MO,platte,2014,29165
35,Male,African-American/Black,Miami,FL,miami-dade,2014,12086
35,Female,Native American/Alaskan,Sandpoint,ID,bonner,2014,16017
35,Male,Hispanic/Latino,Wichita Falls,TX,wichita,2014,48485
35,Male,African-American/Black,Cleveland,OH,cuyahoga,2014,39035
35,Male,European-American/White,Fort Worth,TX,tarrant,2014,48439
35,Male,European-American/White,Marion,TX,guadalupe,2014,48187
35,Male,Hispanic/Latino,Roy,UT,weber,2014,49057
35,Male,Hispanic/Latino,Salinas,CA,monterey,2014,6053
35,Male,European-American/White,Shrevport,LA,caddo,2014,22017
35,Male,African-American/Black,Texarkana,TX,bowie,2014,48037
35,Male,European-American/White,Phoenix,AZ,maricopa,2014,4013
35,Male,European-American/White,Assaria,KS,saline,2015,20169
35,Male,European-American/White,Albuquerue,NM,bernalillo,2015,35001
35,Male,Asian/Pacific Islander,Stockton,CA,san joaquin,2015,6077
35,Male,Hispanic/Latino,Electra,TX,wichita,2015,48485
35,Male,Hispanic/Latino,Pasco,WA,franklin,2015,53021
35,Male,European-American/White,Marysville,CA,yuba,2015,6115
35,Male,European-American/White,Claymount,DE,new castle,2015,10003
35,Male,African-American/Black,Rome,GA,floyd,2015,13115
35,Male,Hispanic/Latino,Wilmington,CA,los angeles,2015,6037
35,Male,European-American/White,Gravel Switch,KY,marion,2015,21155
35,Male,European-American/White,Bridgeville,DE,sussex,2015,10005
35,Male,European-American/White,Cedar Rapids,IA,linn,2015,19113
35,Male,Hispanic/Latino,Los Angeles,CA,los angeles,2015,6037
35,Male,African-American/Black,Union,NJ,union,2015,34039
35,Male,African-American/Black,Dallas,TX,dallas,2015,48113
35,Female,European-American/White,Beacon,NY,dutchess,2015,36027
35,Male,European-American/White,Kearny,AZ,pinal,2015,4021
35,Male,European-American/White,Cabot,AR,lonoke,2015,5085
35,Male,European-American/White,Mounds,OK,creek,2015,40037
35,Male,European-American/White,Melbourne,FL,brevard,2015,12009
35,Male,African-American/Black,Louisville,KY,jefferson,2015,21111
35,Male,European-American/White,Hutchins,TX,dallas,2015,48113
35,Male,European-American/White,Citrus Heights,CA,sacramento,2015,6067
35,Male,Native American/Alaskan,Tahlequah,OK,cherokee,2015,40021
35,Male,European-American/White,Austin,TX,travis,2015,48453
35,Male,European-American/White,Sugar Creek,MO,jackson,2015,29095
35,Male,African-American/Black,Tuscaloosa,AL,tuscaloosa,2015,1125
35,Male,African-American/Black,Stone Mountain,GA,de kalb,2015,13089
35,Male,Native American/Alaskan,Denver,CO,denver,2015,8031
35,Male,African-American/Black,Homestead,FL,miami-dade,2015,12086
35,Male,European-American/White,Winnie,TX,chambers,2015,48071
35,Male,European-American/White,Jesup,GA,wayne,2015,13305
35,Male,European-American/White,Muncie,IN,delaware,2015,18035
35,Male,African-American/Black,Houston,TX,harris,2015,48201
35,Male,African-American/Black,Virginia Beach,VA,virginia beach city,2015,51810
35,Male,African-American/Black,Baker,FL,okaloosa,2015,12091
35,Male,European-American/White,McKinney,TX,collin,2015,48085
35,Male,Hispanic/Latino,Calexico,CA,imperial,2015,6025
35,Male,Hispanic/Latino,Denver,CO,denver,2015,8031
35,Male,European-American/White,Seattle,WA,king,2015,53033
35,Male,African-American/Black,Milford,DE,sussex,2015,10005
35,Male,European-American/White,Seabrook,NH,rockingham,2015,33015
35,Male,African-American/Black,Detroit,MI,wayne,2015,26163
35,Female,European-American/White,Hesperia,CA,san bernardino,2015,6071
35,Male,European-American/White,Maiden,NC,catawba,2016,37035
35,Male,European-American/White,Ogden,UT,weber,2016,49057
35,Male,European-American/White,Odessa,TX,ector,2016,48135
35,Male,African-American/Black,Port Richey,FL,pasco,2016,12101
35,Male,European-American/White,Russiaville,IN,howard,2016,18067
35,Male,European-American/White,Little Rock,AR,pulaski,2016,5119
35,Male,African-American/Black,Stockton,CA,san joaquin,2016,6077
35,Female,African-American/Black,Dayton,OH,montgomery,2016,39113
35,Female,European-American/White,Kennedale,TX,tarrant,2016,48439
35,Male,European-American/White,Aurora,CO,arapahoe,2016,8005
35,Male,European-American/White,Golconda,IL,pope,2016,17151
35,Male,Hispanic/Latino,Citrus Heights,CA,sacramento,2016,6067
35,Male,Hispanic/Latino,Oxford,MA,worcester,2016,25027
35,Male,African-American/Black,Eufaula,AL,barbour,2016,1005
35,Male,African-American/Black,Belleville,IL,st. clair,2016,17163
35,Male,African-American/Black,Asheville,NC,buncombe,2016,37021
35,Male,African-American/Black,Fresno,TX,fort bend,2016,48157
35,Male,African-American/Black,Oklahoma City,OK,oklahoma,2016,40109
35,Male,European-American/White,Glorieta,NM,santa fe,2016,35049
35,Male,Hispanic/Latino,Austin,TX,travis,2016,48453
35,Male,European-American/White,Ocala,FL,marion,2016,12083
35,Male,European-American/White,Holladay,TN,benton,2016,47005
35,Male,European-American/White,Moncks Corner,SC,berkeley,2016,45015
35,Male,Hispanic/Latino,Bronx,NY,bronx,2016,36005
35,Male,European-American/White,Fort Walton Beach,FL,okaloosa,2016,12091
35,Male,African-American/Black,Cahokia,IL,st. clair,2016,17163
35,Male,European-American/White,Easton,PA,northampton,2016,42095
35,Male,African-American/Black,Sumter,SC,sumter,2016,45085
35,Male,European-American/White,Kennesaw,GA,cobb,2017,13067
35,Male,European-American/White,St. Petersburg,FL,pinellas,2017,12103
35,Male,European-American/White,Vincennes,IN,knox,2017,18083
35,Male,African-American/Black,Big Lake,AK,matanuska-susitna,2017,2170
35,Female,European-American/White,Galveston,TX,galveston,2017,48167
35,Male,European-American/White,Cedar Point,KS,chase,2017,20017
35,Male,Hispanic/Latino,Boyle Heights,CA,los angeles,2017,6037
35,Male,European-American/White,Tacoma,WA,pierce,2017,53053
35,Male,European-American/White,Wolf Creek,OR,josephine,2017,41033
35,Male,African-American/Black,Newport News,VA,newport news city,2017,51700
35,Male,European-American/White,Columbia,MO,NA,2017,29019
35,Male,Hispanic/Latino,Phoenix,AZ,NA,2013,4013
35,Male,Race unspecified,Scottsdale,AZ,NA,2014,4013
35,Female,European-American/White,Kingman,AZ,NA,2016,4015
35,Male,Hispanic/Latino,Tucson,AZ,NA,2014,4019
35,Male,Hispanic/Latino,Lisle,IL,NA,2015,17043
35,Male,European-American/White,Leesburg,AL,NA,2017,1019
35,Male,Race unspecified,Muscle Shoals,AL,NA,2014,1033
35,Male,European-American/White,Deatsville,AL,NA,2013,1051
35,Male,Race unspecified,Oroville,CA,NA,2014,6007
35,Male,Race unspecified,Fresno,CA,NA,2013,6019
35,Male,Race unspecified,Compton,CA,NA,2013,6037
35,Male,Hispanic/Latino,Gardena,CA,NA,2015,6037
35,Male,European-American/White,Grass Valley,CA,NA,2016,6057
35,Male,Hispanic/Latino,Santa Ana,CA,NA,2016,6059
35,Male,Hispanic/Latino,Coachella,CA,NA,2014,6065
35,Male,Hispanic/Latino,Trona,CA,NA,2016,6071
35,Male,Race unspecified,San Bernardino,CA,NA,2014,6071
35,Male,Hispanic/Latino,Chula Vista,CA,NA,2014,6073
35,Male,Race unspecified,Dallas,TX,NA,2014,48113
35,Female,European-American/White,Hoquiam,WA,NA,2016,53027
35,Male,Race unspecified,Kirkland,WA,NA,2015,53033
35,Male,Race unspecified,Mount Pleasant,TN,NA,2017,47119
35,Male,Race unspecified,Reading,PA,NA,2015,42011
35,Female,European-American/White,Salem,OR,NA,2015,41047
35,Male,Race unspecified,Tulsa,OK,NA,2014,40143
35,Male,Race unspecified,Jonesboro,AR,NA,2014,5031
35,Male,European-American/White,West Monroe,LA,NA,2016,22073
35,Male,Race unspecified,Salt Lake City,UT,NA,2014,49035
35,Male,Race unspecified,Rapid City,SD,NA,2016,46103
35,Male,European-American/White,Washington,DC,NA,2015,11001
35,Male,European-American/White,Lancaster,NH,NA,2016,33007
35,Male,European-American/White,Rochester,NH,NA,2014,33017
35,Male,Hispanic/Latino,Brattleboro,VT,NA,2014,50025
36,Male,Hispanic/Latino,El Paso,TX,el paso,2013,48141
36,Male,African-American/Black,Fresno,TX,fort bend,2013,48157
36,Male,Hispanic/Latino,Ocotillo,CA,imperial,2013,6025
36,Male,European-American/White,Enid,OK,garfield,2013,40047
36,Male,African-American/Black,Southfield,MI,oakland,2013,26125
36,Male,European-American/White,Garden Grove,CA,orange,2013,6059
36,Male,European-American/White,Gladewater,TX,gregg,2013,48183
36,Male,European-American/White,Salida,CO,chaffee,2013,8015
36,Male,European-American/White,Millersville,MD,anne arundel,2013,24003
36,Male,Hispanic/Latino,Caldwell,TX,burleson,2013,48051
36,Male,African-American/Black,Loma,CO,mesa,2013,8077
36,Male,European-American/White,Grand Forks,ND,grand forks,2013,38035
36,Male,African-American/Black,Mobile,AL,mobile,2013,1097
36,Male,Hispanic/Latino,Tempe,AZ,maricopa,2013,4013
36,Female,European-American/White,Bellevue,OH,sandusky,2013,39143
36,Transgender,Hispanic/Latino,El Paso,TX,el paso,2013,48141
36,Male,Hispanic/Latino,El Paso,TX,el paso,2013,48141
36,Male,Hispanic/Latino,Indianapolis,IN,marion,2013,18097
36,Female,African-American/Black,De Valls Bluff,AR,prairie,2014,5117
36,Male,European-American/White,Seattle,WA,king,2014,53033
36,Male,Hispanic/Latino,El Centro,CA,imperial,2014,6025
36,Female,European-American/White,Eden Prairie,MN,hennepin,2014,27053
36,Male,European-American/White,Eden Prairie,MN,hennepin,2014,27053
36,Male,European-American/White,Oyster Creek,TX,brazoria,2014,48039
36,Male,European-American/White,Ridgefield,WA,clark,2014,53011
36,Male,Hispanic/Latino,Pompano Beach,FL,broward,2014,12011
36,Male,European-American/White,Tulsa,OK,tulsa,2014,40143
36,Male,African-American/Black,Smithfield,VA,isle of wight,2014,51093
36,Male,European-American/White,Wauconda,IL,lake,2014,17097
36,Male,European-American/White,Woodward,OK,woodward,2014,40153
36,Male,European-American/White,Long Beach,CA,los angeles,2014,6037
36,Male,European-American/White,Clearwater,FL,pinellas,2014,12103
36,Female,African-American/Black,Marion,KY,crittenden,2014,21055
36,Male,African-American/Black,Indianapolis,IN,marion,2014,18097
36,Male,Hispanic/Latino,Hebbronville,TX,jim hogg,2014,48247
36,Male,European-American/White,Amarillo,TX,potter,2014,48375
36,Male,European-American/White,Port Orchard,WA,kitsap,2014,53035
36,Male,European-American/White,Seattle,WA,king,2014,53033
36,Male,European-American/White,Ragland,AL,st. clair,2014,1115
36,Female,European-American/White,Pawleys Island,SC,georgetown,2014,45043
36,Male,Hispanic/Latino,Houston,TX,harris,2014,48201
36,Male,African-American/Black,Victorville,CA,san bernardino,2014,6071
36,Male,Hispanic/Latino,St. Paul,MN,ramsey,2014,27123
36,Male,African-American/Black,Detroit,MI,wayne,2014,26163
36,Male,Hispanic/Latino,Fresno,CA,fresno,2014,6019
36,Male,Hispanic/Latino,Houston,TX,harris,2014,48201
36,Male,European-American/White,Spiro,OK,le flore,2014,40079
36,Male,European-American/White,Plaquemine,LA,iberville,2014,22047
36,Male,European-American/White,Newton,IA,jasper,2014,19099
36,Male,European-American/White,Palmdale,CA,los angeles,2014,6037
36,Male,European-American/White,Phillipsburg,NJ,warren,2014,34041
36,Male,African-American/Black,Bridgeton,NJ,cumberland,2014,34011
36,Male,African-American/Black,Strong,AR,union,2015,5139
36,Male,Hispanic/Latino,Fairfield,CA,solano,2015,6095
36,Male,European-American/White,Hemet,CA,riverside,2015,6065
36,Male,Hispanic/Latino,Chapeño,TX,starr,2015,48427
36,Male,African-American/Black,Memphis,TN,shelby,2015,47157
36,Male,European-American/White,Bartlesville,OK,washington,2015,40147
36,Male,European-American/White,Ruth,MS,lincoln,2015,28085
36,Male,European-American/White,Bakersfield,CA,kern,2015,6029
36,Male,European-American/White,Portland,OR,multnomah,2015,41051
36,Male,European-American/White,Tampa,FL,hillsborough,2015,12057
36,Male,African-American/Black,Indianapolis,IN,marion,2015,18097
36,Male,European-American/White,Roosevelt,UT,duchesne,2015,49013
36,Male,European-American/White,Kennewick,WA,benton,2015,53005
36,Male,African-American/Black,Shreveport,LA,caddo,2015,22017
36,Male,African-American/Black,Huntsville,AL,madison,2015,1089
36,Male,African-American/Black,Lyndhurst,NJ,bergen,2015,34003
36,Male,European-American/White,Conyers,GA,rockdale,2015,13247
36,Male,African-American/Black,Opelousas,LA,st. landry,2015,22097
