GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADK5E001,ADK5E002,ADK5E003,ADK5E004,ADK5E005,ADK5E006,ADK5E007,ADK5E008,ADK5E009,ADK5E010,ADK5E011,ADK5E012,ADK5E013,ADK5E014,ADK5E015,ADK5E016,ADK5E017,ADK5E018,ADK5E019,ADK5E020,ADK5E021,NAME_M,ADK5M001,ADK5M002,ADK5M003,ADK5M004,ADK5M005,ADK5M006,ADK5M007,ADK5M008,ADK5M009,ADK5M010,ADK5M011,ADK5M012,ADK5M013,ADK5M014,ADK5M015,ADK5M016,ADK5M017,ADK5M018,ADK5M019,ADK5M020,ADK5M021
"G2700930","2011-2015",,,"Minnesota","27","Meeker County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meeker County, Minnesota",23129,22340,21956,72,33,97,22,0,160,4,156,789,555,29,33,0,0,55,117,19,98,"Meeker County, Minnesota",0,0,5,52,25,7,20,16,53,5,54,0,70,46,31,16,16,31,51,19,53
"G2700950","2011-2015",,,"Minnesota","27","Mille Lacs County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mille Lacs County, Minnesota",25809,25340,23207,141,1298,114,0,9,571,7,564,469,348,7,11,0,0,57,46,44,2,"Mille Lacs County, Minnesota",0,0,13,47,119,29,16,11,131,7,131,0,65,12,16,16,16,41,34,34,3
"G2700970","2011-2015",,,"Minnesota","27","Morrison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morrison County, Minnesota",32962,32495,31729,179,42,166,0,11,368,14,354,467,310,0,22,0,0,75,60,38,22,"Morrison County, Minnesota",0,0,14,65,25,34,18,11,84,9,85,0,51,18,21,18,18,37,32,29,15
"G2700990","2011-2015",,,"Minnesota","27","Mower County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mower County, Minnesota",39227,34946,32317,1186,26,782,50,40,545,2,543,4281,3857,0,26,12,0,305,81,32,49,"Mower County, Minnesota",0,0,18,186,24,110,57,65,216,9,217,0,198,18,31,20,18,169,58,34,50
"G2701010","2011-2015",,,"Minnesota","27","Murray County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Murray County, Minnesota",8529,8253,8039,30,26,35,36,0,87,0,87,276,211,0,2,2,0,53,8,8,0,"Murray County, Minnesota",0,0,12,12,29,22,44,12,41,12,41,0,34,12,2,3,12,32,7,7,12
"G2701030","2011-2015",,,"Minnesota","27","Nicollet County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicollet County, Minnesota",33086,31743,29971,798,55,489,0,54,376,1,375,1343,1000,8,12,0,0,263,60,37,23,"Nicollet County, Minnesota",0,0,58,83,25,74,18,61,113,2,112,0,167,8,16,18,18,153,54,50,27
"G2701050","2011-2015",,,"Minnesota","27","Nobles County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nobles County, Minnesota",21687,16193,13565,853,49,1247,5,143,331,2,329,5494,3998,11,0,2,2,1419,62,37,25,"Nobles County, Minnesota",0,0,183,54,34,96,7,183,108,2,108,0,440,22,16,3,2,434,61,34,43
"G2701070","2011-2015",,,"Minnesota","27","Norman County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norman County, Minnesota",6692,6383,6051,34,118,27,12,0,141,2,139,309,187,0,25,0,0,63,34,3,31,"Norman County, Minnesota",0,0,2,16,23,9,10,12,33,2,33,0,41,12,14,12,12,44,27,6,24
"G2701090","2011-2015",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Olmsted County, Minnesota",148736,141916,121949,7583,128,8703,16,119,3418,121,3297,6820,5352,12,191,19,0,1066,180,138,42,"Olmsted County, Minnesota",0,0,92,453,57,311,27,98,526,89,522,0,373,17,170,24,20,342,108,98,36
"G2701110","2011-2015",,,"Minnesota","27","Otter Tail County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otter Tail County, Minnesota",57511,55799,53897,670,187,348,8,15,674,7,667,1712,1254,35,7,0,0,360,56,14,42,"Otter Tail County, Minnesota",0,0,17,76,58,53,8,16,101,5,100,0,171,41,5,20,20,161,44,10,41
"G2701130","2011-2015",,,"Minnesota","27","Pennington County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pennington County, Minnesota",14110,13643,12879,221,198,118,53,17,157,0,157,467,350,13,2,0,0,24,78,28,50,"Pennington County, Minnesota",0,0,20,48,70,39,57,20,80,14,80,0,61,9,5,14,14,17,49,25,40
"G2701150","2011-2015",,,"Minnesota","27","Pine County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pine County, Minnesota",29218,28440,26259,594,678,157,11,10,731,28,703,778,508,29,0,0,0,196,45,36,9,"Pine County, Minnesota",0,0,26,90,89,29,21,16,119,32,111,0,71,49,16,16,16,59,38,37,12
"G2701170","2011-2015",,,"Minnesota","27","Pipestone County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pipestone County, Minnesota",9354,8916,8526,117,123,38,22,0,90,0,90,438,230,0,1,0,0,118,89,0,89,"Pipestone County, Minnesota",0,0,12,8,49,45,28,12,40,12,40,0,112,12,2,12,12,117,112,12,112
"G2701190","2011-2015",,,"Minnesota","27","Polk County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Minnesota",31547,29707,28069,353,310,263,12,4,696,0,696,1840,1223,12,10,0,5,480,110,85,25,"Polk County, Minnesota",0,0,5,55,80,61,12,5,118,18,118,0,226,14,9,18,6,229,67,62,21
"G2701210","2011-2015",,,"Minnesota","27","Pope County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Minnesota",10948,10828,10608,60,50,39,0,2,69,0,69,120,69,0,2,0,0,47,2,2,0,"Pope County, Minnesota",0,0,2,12,11,10,14,2,21,14,21,0,28,14,3,14,14,29,3,3,14
"G2701230","2011-2015",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ramsey County, Minnesota",527411,488906,340799,57303,2731,69680,144,648,17601,452,17149,38505,23773,1486,728,207,22,9214,3075,1065,2010,"Ramsey County, Minnesota",0,0,264,979,324,750,54,249,1271,190,1286,0,1137,393,310,117,29,1048,593,258,492
"G2701250","2011-2015",,,"Minnesota","27","Red Lake County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red Lake County, Minnesota",4061,3938,3782,24,61,9,0,3,59,4,55,123,75,3,4,2,0,34,5,5,0,"Red Lake County, Minnesota",0,0,11,16,30,8,9,6,22,6,22,0,22,3,4,3,9,19,6,6,9
"G2701270","2011-2015",,,"Minnesota","27","Redwood County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redwood County, Minnesota",15723,15306,13789,107,760,516,0,2,132,0,132,417,274,5,40,0,0,61,37,7,30,"Redwood County, Minnesota",0,0,4,12,48,14,14,4,53,14,53,0,62,8,36,14,14,47,32,6,31
"G2701290","2011-2015",,,"Minnesota","27","Renville County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Renville County, Minnesota",15171,14027,13579,115,154,88,0,0,91,0,91,1144,689,0,22,0,0,420,13,13,0,"Renville County, Minnesota",0,0,14,11,36,31,14,14,48,14,48,0,128,14,16,14,14,131,13,13,14
"G2701310","2011-2015",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rice County, Minnesota",64886,59821,54743,2473,325,1478,50,21,731,23,708,5065,3650,16,0,0,0,1222,177,111,66,"Rice County, Minnesota",0,0,29,170,44,113,61,31,215,24,214,0,528,21,20,20,20,532,123,90,75
"G2701330","2011-2015",,,"Minnesota","27","Rock County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Minnesota",9563,9330,9062,51,58,89,0,0,70,0,70,233,176,0,2,0,0,34,21,4,17,"Rock County, Minnesota",0,0,12,25,8,12,12,12,27,12,27,0,38,12,4,12,12,20,26,11,20
"G2701350","2011-2015",,,"Minnesota","27","Roseau County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roseau County, Minnesota",15615,15463,14544,102,208,417,2,0,190,0,190,152,74,5,0,0,0,37,36,12,24,"Roseau County, Minnesota",0,0,14,14,51,27,4,14,60,14,60,0,26,6,14,14,14,19,21,9,24
"G2701370","2011-2015",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis County, Minnesota",200506,197655,183824,3060,3727,2064,81,57,4842,32,4810,2851,1984,41,104,2,0,372,348,128,220,"St. Louis County, Minnesota",0,0,33,222,368,153,29,32,410,22,413,0,177,48,41,3,20,120,129,58,114
"G2701390","2011-2015",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Minnesota",137322,130894,114388,3893,890,8130,28,84,3481,169,3312,6428,3259,146,100,0,139,2086,698,298,400,"Scott County, Minnesota",0,0,143,356,124,345,30,59,540,140,517,0,571,217,75,20,168,636,305,202,227
"G2701410","2011-2015",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherburne County, Minnesota",90401,88262,83580,1740,334,1090,7,0,1511,3,1508,2139,1365,44,176,0,0,231,323,41,282,"Sherburne County, Minnesota",0,0,5,217,114,181,14,20,295,5,296,0,390,52,243,20,20,129,328,63,326
"G2701430","2011-2015",,,"Minnesota","27","Sibley County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sibley County, Minnesota",15021,13793,13480,59,24,94,0,0,136,1,135,1228,1057,1,0,0,0,156,14,10,4,"Sibley County, Minnesota",0,0,3,20,20,13,14,14,31,3,33,0,112,2,14,14,14,109,11,11,4
"G2701450","2011-2015",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stearns County, Minnesota",152595,147952,136453,5691,456,2887,21,69,2375,3,2372,4643,2472,26,80,9,3,1751,302,151,151,"Stearns County, Minnesota",0,0,68,323,128,203,33,68,388,4,389,0,396,25,87,13,4,408,132,84,91
"G2701470","2011-2015",,,"Minnesota","27","Steele County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steele County, Minnesota",36523,33923,32087,905,35,319,0,5,572,20,552,2600,1270,27,3,93,0,1152,55,55,0,"Steele County, Minnesota",0,0,32,179,41,59,18,7,191,31,197,0,306,39,4,95,18,311,60,60,18
"G2701490","2011-2015",,,"Minnesota","27","Stevens County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stevens County, Minnesota",9771,9370,8829,67,97,182,17,0,178,0,178,401,269,9,31,0,0,88,4,0,4,"Stevens County, Minnesota",0,0,12,61,49,86,27,12,93,12,93,0,73,15,44,12,12,61,6,12,6
"G2701510","2011-2015",,,"Minnesota","27","Swift County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swift County, Minnesota",9525,9132,8900,146,25,16,0,2,43,2,41,393,236,10,12,0,0,129,6,2,4,"Swift County, Minnesota",0,0,5,30,19,24,12,3,22,3,21,0,71,15,14,12,12,75,6,3,5
"G2701530","2011-2015",,,"Minnesota","27","Todd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Todd County, Minnesota",24466,23131,22494,66,87,103,0,18,363,4,359,1335,849,4,1,0,0,452,29,16,13,"Todd County, Minnesota",0,0,6,23,37,25,16,19,48,3,48,0,234,5,2,16,16,227,26,16,16
"G2701550","2011-2015",,,"Minnesota","27","Traverse County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traverse County, Minnesota",3429,3362,3138,16,116,0,0,0,92,0,92,67,32,1,24,0,0,9,1,1,0,"Traverse County, Minnesota",0,0,9,10,42,9,9,9,43,9,43,0,20,2,21,9,9,11,3,3,9
"G2701570","2011-2015",,,"Minnesota","27","Wabasha County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabasha County, Minnesota",21381,20766,20343,20,28,75,0,0,300,0,300,615,518,16,19,0,0,62,0,0,0,"Wabasha County, Minnesota",0,0,16,16,23,25,16,16,40,16,40,0,57,24,28,16,16,40,16,16,16
"G2701590","2011-2015",,,"Minnesota","27","Wadena County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wadena County, Minnesota",13759,13536,13071,130,134,80,0,3,118,5,113,223,192,1,8,0,0,22,0,0,0,"Wadena County, Minnesota",0,0,4,31,34,6,14,4,46,7,45,0,17,2,12,14,14,14,14,14,14
"G2701610","2011-2015",,,"Minnesota","27","Waseca County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waseca County, Minnesota",19076,17996,17079,500,85,145,0,0,187,8,179,1080,795,31,14,0,0,151,89,75,14,"Waseca County, Minnesota",0,0,15,81,42,37,14,14,91,15,90,0,114,24,20,14,14,64,85,81,17
"G2701630","2011-2015",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Minnesota",246670,237435,208208,9408,715,12751,92,234,6027,259,5768,9235,6416,66,137,0,12,1636,968,424,544,"Washington County, Minnesota",0,0,111,455,178,443,58,137,625,163,616,0,587,73,77,20,20,405,343,195,256
"G2701650","2011-2015",,,"Minnesota","27","Watonwan County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Watonwan County, Minnesota",11054,8608,8335,66,17,127,0,0,63,0,63,2446,2071,0,38,0,0,295,42,29,13,"Watonwan County, Minnesota",0,0,14,42,10,16,14,14,46,14,46,0,226,14,54,14,14,214,22,19,10
"G2701670","2011-2015",,,"Minnesota","27","Wilkin County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkin County, Minnesota",6526,6374,6181,21,71,15,0,2,84,0,84,152,130,0,8,0,0,0,14,5,9,"Wilkin County, Minnesota",0,0,4,24,60,19,12,4,54,12,54,0,29,12,14,12,12,12,19,7,15
"G2701690","2011-2015",,,"Minnesota","27","Winona County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winona County, Minnesota",51213,49829,47095,732,181,1308,9,46,458,43,415,1384,1107,1,35,0,0,182,59,48,11,"Winona County, Minnesota",0,0,41,79,61,95,11,41,138,61,118,0,120,2,29,20,20,102,43,41,15
"G2701710","2011-2015",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wright County, Minnesota",128691,125256,119786,1296,470,1309,8,80,2307,146,2161,3435,1909,8,57,3,0,1231,227,172,55,"Wright County, Minnesota",0,0,199,324,125,259,9,61,455,193,414,0,362,16,75,5,20,405,125,110,57
"G2701730","2011-2015",,,"Minnesota","27","Yellow Medicine County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yellow Medicine County, Minnesota",10092,9678,9165,46,242,60,0,0,165,1,164,414,179,0,80,0,0,141,14,1,13,"Yellow Medicine County, Minnesota",0,0,12,17,48,9,12,12,49,3,49,0,58,12,57,12,12,50,10,2,10
"G2800010","2011-2015",,,"Mississippi","28","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Mississippi",31979,30092,12122,17672,14,75,0,0,209,0,209,1887,734,85,17,0,0,997,54,43,11,"Adams County, Mississippi",0,333,26,362,20,56,26,26,132,26,132,333,344,55,18,26,26,327,49,45,18
"G2800030","2011-2015",,,"Mississippi","28","Alcorn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alcorn County, Mississippi",37319,36181,31064,4239,53,101,0,29,695,0,695,1138,499,42,26,0,0,437,134,134,0,"Alcorn County, Mississippi",0,0,39,222,62,64,26,39,244,26,244,0,236,49,41,26,26,188,145,145,26
"G2800050","2011-2015",,,"Mississippi","28","Amite County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amite County, Mississippi",12840,12791,7349,5416,0,12,0,0,14,0,14,49,46,0,3,0,0,0,0,0,0,"Amite County, Mississippi",0,62,19,63,19,19,19,19,14,19,14,62,62,19,6,19,19,19,19,19,19
"G2800070","2011-2015",,,"Mississippi","28","Attala County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Attala County, Mississippi",19175,18822,10555,8019,4,32,0,0,212,6,206,353,94,175,0,0,0,68,16,16,0,"Attala County, Mississippi",0,0,9,147,7,40,19,19,130,9,131,0,73,136,19,19,19,109,23,23,19
"G2800090","2011-2015",,,"Mississippi","28","Benton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Mississippi",8470,8285,5102,3078,10,0,0,0,95,0,95,185,64,0,0,0,0,121,0,0,0,"Benton County, Mississippi",0,0,17,69,17,17,17,17,70,17,70,0,76,17,17,17,17,76,17,17,17
"G2800110","2011-2015",,,"Mississippi","28","Bolivar County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bolivar County, Mississippi",33803,33090,11004,21648,74,252,0,0,112,0,112,713,193,0,0,0,0,520,0,0,0,"Bolivar County, Mississippi",0,0,26,72,24,18,26,26,77,26,77,0,163,26,26,26,26,163,26,26,26
"G2800130","2011-2015",,,"Mississippi","28","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Mississippi",14789,13959,9670,3974,0,6,78,0,231,0,231,830,433,17,0,0,0,376,4,2,2,"Calhoun County, Mississippi",0,0,19,157,19,11,69,19,143,19,143,0,133,19,19,19,19,138,6,4,5
"G2800150","2011-2015",,,"Mississippi","28","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Mississippi",10338,10295,6669,3470,17,25,0,0,114,0,114,43,33,0,0,0,0,0,10,10,0,"Carroll County, Mississippi",0,43,19,128,19,40,19,19,110,19,110,43,41,19,19,19,19,19,17,17,19
"G2800170","2011-2015",,,"Mississippi","28","Chickasaw County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickasaw County, Mississippi",17391,16687,8986,7541,7,66,0,0,87,7,80,704,536,8,0,0,0,64,96,34,62,"Chickasaw County, Mississippi",0,0,19,101,10,85,19,19,61,12,61,0,166,16,19,19,19,113,105,51,63
"G2800190","2011-2015",,,"Mississippi","28","Choctaw County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Choctaw County, Mississippi",8354,8307,5647,2595,0,13,0,0,52,0,52,47,14,1,0,0,0,7,25,0,25,"Choctaw County, Mississippi",0,36,17,62,17,17,17,17,41,17,41,36,14,2,17,17,17,8,36,17,36
"G2800210","2011-2015",,,"Mississippi","28","Claiborne County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Claiborne County, Mississippi",9330,9229,1271,7854,15,86,0,0,3,0,3,101,0,64,0,0,0,17,20,0,20,"Claiborne County, Mississippi",0,0,17,118,17,117,17,17,7,17,7,0,17,34,17,17,17,11,33,17,33
"G2800230","2011-2015",,,"Mississippi","28","Clarke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Mississippi",16362,16234,10404,5731,27,12,0,0,60,0,60,128,98,0,0,0,0,11,19,13,6,"Clarke County, Mississippi",0,114,19,137,35,19,19,19,81,19,81,114,111,19,19,19,19,21,22,20,9
"G2800250","2011-2015",,,"Mississippi","28","Clay County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Mississippi",20279,20038,8023,11799,20,119,0,0,77,0,77,241,190,10,0,0,0,12,29,10,19,"Clay County, Mississippi",0,0,23,195,23,180,23,23,52,23,52,0,69,20,23,23,23,22,49,22,37
"G2800270","2011-2015",,,"Mississippi","28","Coahoma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coahoma County, Mississippi",25254,25178,5697,19138,30,143,0,0,170,5,165,76,13,29,0,0,0,34,0,0,0,"Coahoma County, Mississippi",0,57,9,159,27,23,23,23,132,9,131,57,14,42,23,23,23,41,23,23,23
"G2800290","2011-2015",,,"Mississippi","28","Copiah County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Copiah County, Mississippi",28921,28113,13070,14683,4,131,0,6,219,9,210,808,246,150,0,0,0,376,36,24,12,"Copiah County, Mississippi",0,0,20,240,7,192,23,12,160,16,160,0,172,135,23,23,23,197,71,47,24
"G2800310","2011-2015",,,"Mississippi","28","Covington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Covington County, Mississippi",19471,19057,11937,6876,12,35,17,0,180,0,180,414,289,106,0,0,0,19,0,0,0,"Covington County, Mississippi",0,0,19,141,19,51,27,19,114,19,114,0,131,114,19,19,19,35,19,19,19
"G2800330","2011-2015",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeSoto County, Mississippi",168586,160185,114659,40061,135,2240,25,236,2829,32,2797,8401,5793,169,105,0,0,1490,844,680,164,"DeSoto County, Mississippi",0,0,195,455,73,239,23,193,557,37,564,0,528,100,157,29,29,433,269,245,137
"G2800350","2011-2015",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forrest County, Mississippi",76267,73739,43901,27867,212,676,4,40,1039,16,1023,2528,1740,43,0,0,0,594,151,92,59,"Forrest County, Mississippi",0,0,42,318,109,107,9,35,352,23,350,0,262,40,29,29,29,258,101,70,55
"G2800370","2011-2015",,,"Mississippi","28","Franklin County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Mississippi",7857,7814,4965,2816,7,9,0,0,17,0,17,43,32,0,0,0,0,0,11,2,9,"Franklin County, Mississippi",0,42,17,61,13,14,17,17,26,17,26,42,38,17,17,17,17,17,15,4,15
"G2800390","2011-2015",,,"Mississippi","28","George County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"George County, Mississippi",23104,22583,20313,1832,61,158,0,0,219,0,219,521,314,0,0,0,0,207,0,0,0,"George County, Mississippi",0,0,23,242,65,179,23,23,149,23,149,0,190,23,23,23,23,190,23,23,23
"G2800410","2011-2015",,,"Mississippi","28","Greene County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Mississippi",14129,13991,10082,3630,33,0,0,36,210,4,206,138,97,17,0,0,0,17,7,7,0,"Greene County, Mississippi",0,0,6,150,28,19,19,57,152,6,151,0,34,24,19,19,19,19,14,14,19
"G2800430","2011-2015",,,"Mississippi","28","Grenada County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grenada County, Mississippi",21591,21566,11981,9402,0,106,0,0,77,0,77,25,10,15,0,0,0,0,0,0,0,"Grenada County, Mississippi",0,27,23,160,23,141,23,23,71,23,71,27,17,22,23,23,23,23,23,23,23
"G2800450","2011-2015",,,"Mississippi","28","Hancock County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Mississippi",45627,43990,38836,4115,0,439,0,28,572,0,572,1637,850,57,16,0,0,585,129,47,82,"Hancock County, Mississippi",0,0,44,240,26,189,26,44,307,26,307,0,333,69,26,26,26,355,102,71,75
"G2800470","2011-2015",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Mississippi",196268,185625,128194,45102,754,5910,16,736,4913,45,4868,10643,8037,576,132,59,0,1384,455,280,175,"Harrison County, Mississippi",0,0,148,602,302,265,22,162,728,47,731,0,528,196,113,65,29,423,200,165,107
"G2800490","2011-2015",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinds County, Mississippi",245874,242020,65432,172408,244,2018,43,146,1729,183,1546,3854,1693,461,27,0,0,1596,77,32,45,"Hinds County, Mississippi",0,0,63,365,87,128,47,105,387,147,363,0,439,236,26,29,29,511,59,35,44
"G2800510","2011-2015",,,"Mississippi","28","Holmes County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holmes County, Mississippi",18772,18710,3058,15498,9,72,0,0,73,0,73,62,47,0,6,0,0,0,9,0,9,"Holmes County, Mississippi",0,44,19,143,15,104,19,19,84,19,84,44,36,19,11,19,19,19,14,19,14
"G2800530","2011-2015",,,"Mississippi","28","Humphreys County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humphreys County, Mississippi",8984,8751,1977,6743,10,10,0,0,11,0,11,233,54,31,0,0,0,67,81,0,81,"Humphreys County, Mississippi",0,0,17,24,15,15,17,17,13,17,13,0,58,39,17,17,17,47,83,17,83
"G2800550","2011-2015",,,"Mississippi","28","Issaquena County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Issaquena County, Mississippi",1291,1284,443,841,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,"Issaquena County, Mississippi",198,196,102,175,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G2800570","2011-2015",,,"Mississippi","28","Itawamba County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Itawamba County, Mississippi",23451,23109,21333,1531,2,51,0,0,192,0,192,342,175,0,0,0,0,134,33,33,0,"Itawamba County, Mississippi",0,0,23,118,3,51,23,23,96,23,96,0,141,23,23,23,23,127,49,49,23
"G2800590","2011-2015",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Mississippi",140676,133136,96569,30229,451,3182,0,171,2534,85,2449,7540,5117,475,22,0,0,1678,248,95,153,"Jackson County, Mississippi",0,0,149,437,135,276,29,133,555,86,564,0,570,265,26,29,29,523,212,117,171
"G2800610","2011-2015",,,"Mississippi","28","Jasper County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Mississippi",16588,16489,7600,8785,2,1,0,0,101,0,101,99,74,0,0,0,0,24,1,1,0,"Jasper County, Mississippi",0,111,19,142,4,4,19,19,72,19,72,111,83,19,19,19,19,34,3,3,19
"G2800630","2011-2015",,,"Mississippi","28","Jefferson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Mississippi",7586,7578,1049,6520,0,9,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,"Jefferson County, Mississippi",0,11,17,18,17,14,17,17,17,17,17,11,11,17,17,17,17,17,17,17,17
"G2800650","2011-2015",,,"Mississippi","28","Jefferson Davis County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson Davis County, Mississippi",11941,11924,4586,7312,0,0,0,0,26,0,26,17,0,0,0,0,0,17,0,0,0,"Jefferson Davis County, Mississippi",0,28,19,43,19,19,19,19,21,19,21,28,19,19,19,19,19,28,19,19,19
"G2800670","2011-2015",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Mississippi",68276,65375,44516,19711,164,379,0,48,557,0,557,2901,2638,0,0,0,0,255,8,8,0,"Jones County, Mississippi",0,0,62,148,109,42,29,62,179,29,179,0,247,29,29,29,29,245,13,13,29
"G2800690","2011-2015",,,"Mississippi","28","Kemper County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kemper County, Mississippi",10211,9965,3530,6011,386,11,0,0,27,0,27,246,231,15,0,0,0,0,0,0,0,"Kemper County, Mississippi",0,160,17,165,17,21,17,17,43,17,43,160,164,24,17,17,17,17,17,17,17
"G2800710","2011-2015",,,"Mississippi","28","Lafayette County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Mississippi",51169,49981,36042,12258,51,989,53,30,558,28,530,1188,799,34,0,0,0,262,93,83,10,"Lafayette County, Mississippi",0,0,6,195,54,158,56,45,218,40,222,0,238,53,29,29,29,183,92,88,16
